Cluster,Time_taken (min),Delivery_person_Age,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Vehicle_condition,multiple_deliveries,Weather_conditions_Cloudy,Weather_conditions_Fog,Weather_conditions_Missing,Weather_conditions_Sandstorms,Weather_conditions_Stormy,Weather_conditions_Sunny,Weather_conditions_Windy,City_Metropolitian,City_Missing,City_Semi-Urban,City_Urban,Festival_Missing,Festival_No,Festival_Yes
416,0.31278124080448727,1.1494615515546782,0.6631765266326215,0.2713582756088756,0.6949208458941214,0.06860349488669105,-1.5594923123370619,-0.1833453564689137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
417,1.5430887952504642,-0.23637485518781048,0.8268817659387283,0.5759957944256667,0.9751265936376193,0.712621384171589,-0.6432893686866127,-0.7118152559776376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
418,-0.25139674748848867,0.504207137375721,-0.13037093304265657,0.37805397521716466,-0.6713332776197555,0.29237778655639096,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
419,0.4960185361475051,0.7723904712820199,-0.1120334795645551,0.3915094801583747,-0.6419267885313361,0.32011916180771377,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
420,-0.3350934820154686,1.0540503546308466,0.4463490924282561,0.27973441926253517,0.31898157884129225,0.08489364399938854,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
421,-0.6099494250299954,0.9292238154194347,-0.0753836574519811,0.401642044348226,-0.575756049850647,0.3427032427535006,0.2729135749638366,0.4101661019369322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
422,-1.4467876086724383,1.1932799560589595,-0.10407784946018409,0.3871839331404446,-0.6260415365976031,0.31175405424760166,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
423,-0.29092020545956254,-0.19661554785272153,-0.07543899568963065,0.3960758574312905,-0.5755439363474428,0.3310396797005717,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
424,-1.3983519984137696,0.5466582681196829,-0.10501240724595567,0.39564464652819464,-0.6308680106058077,0.3285208977431142,-0.6432893686866127,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
425,-1.4410614431929691,0.3050911193623758,0.4444482917533798,0.2806678325929329,0.3141661241871479,0.08632473371989662,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
426,1.404351985919322,0.09853774092036575,-0.20524152382818453,0.3728656648221891,-0.7963308040575612,0.2825948127475464,-0.6432893686866127,2.2279956642977683,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
427,2.7023451535430256,-0.29584865103786445,0.8312926655601585,0.5736032888466323,0.9733495257874482,0.7043023934150988,-1.5594923123370619,-1.221503168793861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
428,-1.365803268319944,1.2220860804923623,0.4404943079590433,0.28333181910670124,0.3090121827868354,0.09252598098165882,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
429,-1.6583285219568331,-0.26719055271455816,0.4370429480773875,0.28290008180385356,0.3008272615784869,0.09082239611377937,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
430,-0.7473773965372588,0.44720133323382927,0.7741902157390518,0.33758407894841513,0.8781550437064425,0.20615288923844222,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
431,-0.7926833212099829,1.3317709389118575,0.43434581093521535,0.2852260081828391,0.29357168367506586,0.09482331512110412,-0.6432893686866128,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
432,-0.4411093457496432,0.370385001411422,1.1301825707879194,0.3638267411541373,1.493697229940279,0.26339597527449515,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
433,-1.571945225580839,0.047756407757311534,-0.1484897586733414,0.3845186242593786,-0.7018953793026065,0.3062270553316163,0.2729135749638366,-1.4510234780347995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
434,0.9253173423797183,1.1584257725535267,0.7891756258606556,0.6154706237950553,0.9068609289686566,0.7948420832116809,0.2729135749638366,0.3658754251418545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
435,-1.571945225580839,1.2153646514579017,-0.11841025859719514,0.3819385812704309,-0.6533542798900152,0.2997083932902836,-0.6432893686866127,-1.4510234780347995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
436,-1.281383228679768,0.6161972632431252,-1.1772036510474544,-1.5014252224408275,-2.466644563653056,-3.682107417755683,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
