num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
18,200.0,Yes,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Kalyan Nagar
117,250.0,Yes,No,Quick Bites,"Rolls, Kebab","Byresandra,Tavarekere,Madiwala"
41,733.9305267309568,No,No,Casual Dining,"South Indian, North Indian, Chinese",Brigade Road
95,300.0,Yes,No,Quick Bites,"North Indian, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala"
40,500.0,No,No,Casual Dining,North Indian,New BEL Road
40,200.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
40,252.20329307851907,Yes,No,Quick Bites,"North Indian, Fast Food",Kalyan Nagar
40,400.0,No,No,"Takeaway, Delivery",Pizza,Electronic City
40,500.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
70,500.0,Yes,No,Quick Bites,"North Indian, Chinese, Biryani",Sarjapur Road
1400,797.2577722453743,Yes,No,Casual Dining,"Arabian, North Indian, Beverages","Byresandra,Tavarekere,Madiwala"
14,350.0,Yes,No,Bakery,"Bakery, Desserts",Banashankari
9,250.0,No,No,Mess,"Andhra, Biryani",Electronic City
40,600.0,No,No,Casual Dining,"North Indian, Chinese, South Indian","Byresandra,Tavarekere,Madiwala"
70,1000.0,Yes,No,Casual Dining,"Mangalorean, Seafood, Chinese, North Indian",Brookefield
31,600.0,No,No,Cafe,Cafe,Bannerghatta Road
22,500.0,Yes,No,Cafe,"Cafe, Bakery","Byresandra,Tavarekere,Madiwala"
8,250.0,No,No,Quick Bites,"Kerala, South Indian",Electronic City
4650,2000.0,No,No,"Lounge, Microbrewery","North Indian, Continental, Chinese",Koramangala 4th Block
40,300.0,No,No,Quick Bites,"Kerala, South Indian",Bannerghatta Road
40,300.0,No,No,Quick Bites,Biryani,Indiranagar
40,250.0,Yes,No,Quick Bites,"North Indian, Chinese",Koramangala 4th Block
39,200.0,Yes,No,Quick Bites,"Ice Cream, Fast Food, Burger, Pizza, Sandwich, Desserts, Beverages",Bellandur
145,315.14455219353573,Yes,No,Quick Bites,North Indian,Brookefield
25,450.0,No,No,Quick Bites,"South Indian, Chettinad",Whitefield
11,250.0,Yes,No,Mess,South Indian,"Byresandra,Tavarekere,Madiwala"
80,650.0,No,No,Casual Dining,"Andhra, Biryani, Chinese, North Indian",Bannerghatta Road
40,300.0,No,No,Delivery,"Bihari, North Indian","Byresandra,Tavarekere,Madiwala"
142,4198.102273525306,No,Yes,Fine Dining,North Indian,Brigade Road
59,550.0,No,No,Casual Dining,"North Indian, South Indian, Biryani, Continental",Bellandur
6,500.0,No,No,Dessert Parlor,"Bakery, Beverages",Kalyan Nagar
40,300.0,Yes,No,Dessert Parlor,Desserts,"Byresandra,Tavarekere,Madiwala"
67,300.0,Yes,No,Bakery,"Bakery, Desserts",Banashankari
7,300.0,Yes,No,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian","Byresandra,Tavarekere,Madiwala"
504,500.0,Yes,No,Delivery,"North Indian, South Indian, Chinese",Koramangala 6th Block
130,650.0,No,No,Casual Dining,"North Indian, South Indian, Continental",Brigade Road
5,250.0,No,No,Quick Bites,"North Indian, South Indian",Banashankari
40,450.0,Yes,No,Quick Bites,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar
2846,1128.154605267745,No,No,Casual Dining,"Finger Food, Continental",Indiranagar
40,300.0,No,No,Delivery,"Bihari, North Indian",Brookefield
442,3000.0,No,Yes,Fine Dining,Italian,Lavelle Road
41,100.0,Yes,No,Quick Bites,South Indian,Brigade Road
32,250.0,No,No,Quick Bites,Fast Food,HSR
522,450.0,Yes,No,Quick Bites,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala"
252,250.00153594226913,No,No,Quick Bites,South Indian,Banashankari
226,798.3288213782248,No,No,Casual Dining,"North Indian, Chinese",Bannerghatta Road
20,150.0,Yes,No,Quick Bites,Street Food,Brookefield
59,300.0,Yes,No,Sweet Shop,"Fast Food, Mithai",Brigade Road
5,250.0,No,No,Quick Bites,Kerala,"Byresandra,Tavarekere,Madiwala"
32,650.0,No,Yes,Casual Dining,North Indian,Bellandur
831,1484.3064077893412,No,Yes,Casual Dining,"Italian, Mediterranean, Pizza","Byresandra,Tavarekere,Madiwala"
40,111.43383898018044,No,No,Quick Bites,South Indian,Bannerghatta Road
8,200.0,Yes,No,Quick Bites,Fast Food,New BEL Road
9,400.0,Yes,No,"Takeaway, Delivery","Biryani, South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala"
37,300.0,Yes,No,Quick Bites,South Indian,Basavanagudi
40,150.0,No,No,Quick Bites,"North Indian, Chinese",Indiranagar
236,383.79114625520367,Yes,No,Quick Bites,North Indian,Banashankari
11,250.0,Yes,No,Quick Bites,North Indian,Malleshwaram
40,100.0,No,No,Cafe,Cafe,Electronic City
141,224.99728908688297,Yes,No,Quick Bites,"Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",Electronic City
40,300.0,No,No,Quick Bites,"North Indian, Chinese, Biryani",Kalyan Nagar
163,3756.4696599307135,No,Yes,Fine Dining,"Continental, North Indian, Italian, Chinese",Malleshwaram
4,400.0,Yes,No,Food Court,South Indian,Brookefield
33,419.21775192620674,No,No,Food Court,North Indian,Whitefield
7,400.0,Yes,No,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",Bannerghatta Road
93,244.59717725628605,Yes,No,Quick Bites,Maharashtrian,Basavanagudi
17,500.0,Yes,No,Quick Bites,"Biryani, Chinese",Whitefield
30,100.0,Yes,No,Takeaway,"Fast Food, Momos","Byresandra,Tavarekere,Madiwala"
372,1500.0,Yes,Yes,"Casual Dining, Bar","North Indian, Lucknowi",Brigade Road
190,182.2280331317969,No,No,Dessert Parlor,South Indian,Basavanagudi
139,200.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese, Beverages","Byresandra,Tavarekere,Madiwala"
61,800.0,Yes,No,Casual Dining,"North Indian, Chinese, South Indian, Beverages",Malleshwaram
33,200.0,Yes,No,Quick Bites,"South Indian, Fast Food","Byresandra,Tavarekere,Madiwala"
167,450.0,No,No,Casual Dining,North Indian,Brookefield
746,1577.4138019087527,Yes,Yes,"Casual Dining, Cafe","American, Cafe, Continental",Lavelle Road
19,700.0,Yes,No,Casual Dining,North Indian,Electronic City
255,2459.4407536420167,No,Yes,Casual Dining,"North Indian, Continental, Chinese",Whitefield
230,4000.0,No,Yes,Fine Dining,Japanese,Malleshwaram
45,300.0,Yes,No,Beverage Shop,Beverages,Brigade Road
40,370.28790863457016,No,No,Quick Bites,"South Indian, Chinese",Brookefield
344,677.3193007379983,Yes,No,Casual Dining,South Indian,Banashankari
59,800.0,No,No,Casual Dining,"Biryani, Chinese, North Indian, South Indian",Whitefield
668,660.493263492294,Yes,No,Cafe,"Cafe, Continental, Burger",Bellandur
338,573.3306685617318,No,No,Cafe,"Cafe, Continental",Bannerghatta Road
71,600.0,Yes,No,Casual Dining,"Italian, Pizza","Byresandra,Tavarekere,Madiwala"
20,700.0,No,No,Casual Dining,"South Indian, North Indian, Chinese",Lavelle Road
42,350.0,Yes,No,Delivery,"Chinese, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala"
106,1600.0,No,Yes,"Casual Dining, Bar","Mediterranean, Italian, Mexican",Bellandur
413,300.0,Yes,No,"Beverage Shop, Quick Bites","Juices, Healthy Food",Koramangala 7th Block
13,400.0,No,No,Quick Bites,"North Indian, Fast Food",Malleshwaram
6849,1475.4493193520318,No,Yes,"Microbrewery, Pub","Continental, Asian, Italian, North Indian",HSR
2,1000.0,Yes,No,Casual Dining,"Continental, South Indian",Brigade Road
40,300.0,No,No,Bakery,Bakery,Electronic City
40,100.0,No,No,Quick Bites,Fast Food,Banashankari
232,385.98621547802964,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
70,600.0,Yes,No,Casual Dining,"Chinese, North Indian",Bannerghatta Road
33,200.0,Yes,No,Dessert Parlor,"Juices, Ice Cream","Byresandra,Tavarekere,Madiwala"
33,300.0,No,No,Quick Bites,"North Indian, Chinese",Old Airport Road
40,700.0,Yes,Yes,Casual Dining,North Indian,Whitefield
40,300.0,No,No,Quick Bites,"South Indian, North Indian",New BEL Road
40,395.0928594502548,Yes,No,Dessert Parlor,Desserts,Whitefield
40,1100.0,No,No,Cafe,"Cafe, Pizza, Beverages",Indiranagar
158,450.0,Yes,No,Quick Bites,"North Indian, Chinese, Biryani",Brookefield
495,875.8679040350831,Yes,Yes,Cafe,"Chinese, Thai, Asian","Byresandra,Tavarekere,Madiwala"
126,700.0,Yes,No,Cafe,"Cafe, Italian, American",Malleshwaram
40,400.0,No,No,Quick Bites,"North Indian, Chinese, Continental, Seafood",Indiranagar
40,200.0,No,No,Quick Bites,North Indian,Brookefield
40,200.0,Yes,No,Quick Bites,North Indian,Bellandur
28,450.0,No,No,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",Malleshwaram
85,400.0,Yes,No,Casual Dining,Mangalorean,Bellandur
47,300.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Basavanagudi
27,1500.0,No,No,Bar,Continental,Whitefield
40,266.72005894943743,No,No,Quick Bites,"Fast Food, Finger Food, Street Food",Indiranagar
534,1689.412568178687,Yes,Yes,Casual Dining,"Asian, Thai",Brigade Road
40,200.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
88,200.0,Yes,No,Quick Bites,"Fast Food, Street Food",Malleshwaram
28,200.0,No,No,Quick Bites,"South Indian, North Indian",New BEL Road
40,500.0,Yes,No,Delivery,"North Indian, South Indian, Chinese, Continental",Bannerghatta Road
12,300.0,No,No,Quick Bites,"South Indian, Beverages",HSR
9,300.0,Yes,No,Cafe,Cafe,Brigade Road
134,650.0,Yes,No,Casual Dining,Chinese,Whitefield
1471,1100.0,Yes,Yes,Casual Dining,North Indian,Indiranagar
13,242.8579017592834,Yes,No,Quick Bites,Fast Food,Rajajinagar
34,700.0,No,No,Casual Dining,"North Indian, South Indian, Chinese",Indiranagar
334,1800.0,No,Yes,"Casual Dining, Bar","Kerala, Seafood",Indiranagar
158,430.6776599522141,Yes,No,Bakery,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala"
87,300.0,Yes,No,"Takeaway, Delivery","North Indian, Street Food",Whitefield
592,850.0,Yes,Yes,Casual Dining,"Biryani, Chinese, Continental, North Indian, Pizza",Indiranagar
39,300.0,Yes,No,Quick Bites,"Beverages, Fast Food, Bakery",Kalyan Nagar
205,250.0,Yes,No,Quick Bites,Fast Food,"Byresandra,Tavarekere,Madiwala"
40,209.74128013198117,Yes,No,Quick Bites,"North Indian, South Indian",Brigade Road
35,200.0,No,No,Quick Bites,Fast Food,Basavanagudi
17,100.0,No,No,Quick Bites,South Indian,Brigade Road
539,500.9827552569788,No,No,Dessert Parlor,"Desserts, Bakery",Indiranagar
14,685.7552087157435,No,No,Cafe,"Cafe, Fast Food",Kalyan Nagar
40,481.41735587747223,No,No,Delivery,North Indian,Kalyan Nagar
746,1600.0,No,Yes,Bar,"Continental, North Indian, Asian",Marathahalli
93,350.0,Yes,No,Quick Bites,South Indian,Rajajinagar
29,100.0,No,No,Beverage Shop,"Desserts, Street Food",Electronic City
72,477.908559194522,Yes,No,Quick Bites,"Fast Food, Burger, Pizza",Frazer Town
92,300.0,Yes,No,Quick Bites,"North Indian, Chinese, Rolls",Brookefield
40,129.2655097667408,Yes,No,Quick Bites,Fast Food,Bellandur
246,2500.0,No,Yes,Casual Dining,"Asian, Chinese",Whitefield
197,495.082073536949,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
40,214.08080210528158,Yes,No,Quick Bites,South Indian,Electronic City
321,150.0,No,No,Bakery,Bakery,Frazer Town
30,423.34723549526444,Yes,No,Delivery,Biryani,Brookefield
55,268.05373631705186,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
40,300.0,No,No,Quick Bites,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala"
253,500.0,Yes,No,Delivery,"Fast Food, North Indian",Indiranagar
27,1000.0,No,No,Bar,"Finger Food, North Indian, Chinese",Malleshwaram
60,600.0,Yes,No,"Takeaway, Delivery",North Indian,Whitefield
13,100.0,Yes,No,Beverage Shop,"Beverages, Juices",Bannerghatta Road
88,600.0,Yes,No,Casual Dining,"Continental, Asian, Chinese, Italian, North Indian",HSR
40,450.0,No,No,Bakery,"Bakery, Desserts",Indiranagar
40,400.0,No,No,"Takeaway, Delivery","North Indian, Chinese",Koramangala 4th Block
78,500.0,Yes,No,Casual Dining,North Indian,Brookefield
254,845.9653451595237,Yes,Yes,Casual Dining,"Thai, Asian, Indonesian",Indiranagar
73,492.24356738776146,No,No,Quick Bites,"North Indian, Chinese",Whitefield
144,150.0,Yes,No,Quick Bites,South Indian,Koramangala 6th Block
16,600.0,No,No,Cafe,Cafe,Kalyan Nagar
440,592.519602247762,No,No,Casual Dining,"North Indian, South Indian, Chinese",Malleshwaram
40,350.0,Yes,No,Quick Bites,"North Indian, Mughlai, Chinese",Kalyan Nagar
67,250.0,Yes,No,Cafe,"Cafe, Tea",New BEL Road
11,250.0,Yes,No,Quick Bites,North Indian,Jayanagar
119,388.07895571594264,Yes,No,Quick Bites,"Salad, Healthy Food, Street Food","Byresandra,Tavarekere,Madiwala"
35,500.0,No,No,Casual Dining,"North Indian, Chinese, Biryani",Basavanagudi
58,249.21949360412208,No,No,Quick Bites,South Indian,Banashankari
20,400.0,No,No,Quick Bites,"North Indian, Chinese, Biryani",Malleshwaram
46,500.0,No,No,Casual Dining,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",Malleshwaram
40,300.0,Yes,No,"Takeaway, Delivery",North Indian,HSR
316,291.1133563980218,No,No,Cafe,"Cafe, Beverages, Healthy Food, Juices","Byresandra,Tavarekere,Madiwala"
40,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
331,350.0,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
4,400.0,No,No,Bakery,Bakery,"Byresandra,Tavarekere,Madiwala"
1234,800.0,No,Yes,Casual Dining,"North Indian, South Indian, Chinese",Bannerghatta Road
6876,2137.9277689988003,No,Yes,"Microbrewery, Pub","Continental, Asian, Italian, North Indian",Brookefield
237,400.0,No,No,Bar,Finger Food,Bellandur
15,250.0,Yes,No,Quick Bites,"North Indian, South Indian, Chinese, Biryani",Banashankari
413,1432.7838198850034,No,Yes,Casual Dining,"BBQ, North Indian, Continental, Chinese",Electronic City
11,400.0,Yes,No,Casual Dining,South Indian,Electronic City
91,200.0,Yes,No,Quick Bites,"North Indian, South Indian",Marathahalli
91,150.0,No,No,Quick Bites,South Indian,Lavelle Road
1028,1500.0,No,No,Lounge,"Mexican, Tex-Mex",Brigade Road
40,250.0,No,No,Quick Bites,South Indian,Bannerghatta Road
582,1063.3178674895773,No,Yes,Casual Dining,"North Indian, Mughlai",Indiranagar
40,222.91195178662184,Yes,No,Quick Bites,"Fast Food, North Indian",HSR
40,500.0,Yes,No,Quick Bites,"Hyderabadi, Biryani, Andhra",HSR
28,250.0,No,No,Quick Bites,"North Indian, South Indian",Koramangala 4th Block
235,500.0,Yes,No,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Indiranagar
125,2500.0,No,Yes,Lounge,"European, French, North Indian",Bellandur
220,850.0,Yes,No,Cafe,"Cafe, North Indian, Chinese, Biryani, Beverages",Indiranagar
40,1000.0,No,No,Casual Dining,"Cafe, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala"
40,100.0,No,No,Beverage Shop,"Beverages, Ice Cream",Koramangala 6th Block
166,988.9143375819202,Yes,No,Casual Dining,"Chinese, Momos",Kalyan Nagar
373,300.0,Yes,No,Quick Bites,"North Indian, Sandwich",Brookefield
40,300.0,Yes,No,"Takeaway, Delivery",North Indian,Bellandur
101,800.0,Yes,No,Casual Dining,"North Indian, Steak, South Indian","Byresandra,Tavarekere,Madiwala"
1065,1200.0,Yes,Yes,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",Jayanagar
15,250.0,No,No,Cafe,"Cafe, Fast Food","Byresandra,Tavarekere,Madiwala"
177,382.5995069161277,Yes,No,Dessert Parlor,Desserts,"Byresandra,Tavarekere,Madiwala"
678,400.0,No,No,Casual Dining,South Indian,Malleshwaram
3626,393.72606820255874,No,No,Quick Bites,"Pizza, North Indian, Modern Indian",Malleshwaram
43,754.5695743165888,Yes,No,Casual Dining,"North Indian, Seafood, Biryani, Chinese",Bellandur
244,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Banashankari
355,1413.4292804863767,No,Yes,Casual Dining,South Indian,Indiranagar
40,300.0,Yes,No,Quick Bites,Chinese,Bannerghatta Road
624,1070.2709209692666,Yes,No,Casual Dining,North Indian,Brookefield
19,400.0,Yes,No,Quick Bites,Biryani,Brookefield
53,437.08420644959114,Yes,No,Quick Bites,"North Indian, Chinese",Banashankari
273,3551.283981291795,No,Yes,Fine Dining,"American, Continental, North Indian, South Indian",Indiranagar
147,271.65842548849537,No,No,Dessert Parlor,Desserts,Koramangala 4th Block
15,450.0,Yes,No,Quick Bites,"Pizza, Burger, Fast Food, Beverages",Brookefield
12,300.0,No,No,Quick Bites,"Biryani, North Indian",Basavanagudi
845,3034.5037963064083,No,Yes,Fine Dining,"Mangalorean, Konkan, Seafood, Kerala",Brigade Road
40,300.0,No,No,Quick Bites,"Fast Food, Rolls, Juices","Byresandra,Tavarekere,Madiwala"
26,350.0,No,No,Quick Bites,"Kerala, North Indian",Bannerghatta Road
29,400.0,No,No,Beverage Shop,"Beverages, Fast Food",Brigade Road
149,370.4075845433349,No,No,Quick Bites,"Street Food, South Indian",Koramangala 4th Block
542,326.7481832889545,No,No,Quick Bites,South Indian,Banashankari
174,300.0,Yes,No,Delivery,"North Indian, Chinese",Indiranagar
391,700.0,Yes,No,Cafe,"Cafe, American, Fast Food, Coffee, Continental",Indiranagar
400,1676.39748883915,No,Yes,Lounge,"European, Asian",Koramangala 4th Block
1112,1269.432069738119,Yes,No,Casual Dining,"Cafe, Italian, American",Indiranagar
11,400.0,No,No,Quick Bites,South Indian,Sarjapur Road
40,178.29895136456207,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
34,400.0,No,No,Bakery,"Bakery, Desserts, Sandwich",Brigade Road
6,300.0,Yes,No,Quick Bites,"Chinese, North Indian, Mughlai",Bellandur
40,208.19591315968296,No,No,"Takeaway, Delivery","Chinese, Fast Food, North Indian",Indiranagar
6,200.0,No,No,Quick Bites,Biryani,Marathahalli
255,372.80013946556437,Yes,No,Delivery,"Desserts, Bakery",Indiranagar
542,675.5752183670047,Yes,Yes,Cafe,"Cafe, Mexican, Italian, Pizza",Kalyan Nagar
20,600.0,No,No,Cafe,Cafe,Kalyan Nagar
34,300.0,No,No,Mess,"Andhra, Chinese",Koramangala 7th Block
107,1200.0,Yes,Yes,Bar,"Continental, American, Chinese, Finger Food",Malleshwaram
29,600.0,No,No,Delivery,"Bengali, North Indian, Oriya",Electronic City
37,400.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Bellandur
40,800.0,No,No,Cafe,"Cafe, Continental, Desserts",Lavelle Road
40,150.0,No,No,Quick Bites,"South Indian, Andhra",Electronic City
40,200.0,No,No,Quick Bites,Fast Food,Electronic City
13097,1598.0823073010026,No,Yes,"Pub, Microbrewery","North Indian, European, Mediterranean",Brigade Road
40,400.0,No,No,Quick Bites,North Indian,Electronic City
168,2500.0,No,No,Fine Dining,Chinese,Brigade Road
3436,1300.0,Yes,Yes,Casual Dining,"Continental, Asian, North Indian","Byresandra,Tavarekere,Madiwala"
4,102.76799084692047,Yes,No,Quick Bites,Street Food,Frazer Town
170,400.0,Yes,No,Quick Bites,"Chinese, North Indian, South Indian",HSR
198,650.0,Yes,No,Casual Dining,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road
56,563.6957574258075,No,No,Casual Dining,"North Indian, Chinese",Brookefield
40,600.0,No,No,Casual Dining,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur
1397,1979.9259544819772,No,Yes,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza",Bellandur
40,374.5934140647687,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
40,291.97686928643867,Yes,No,Quick Bites,"Biryani, Fast Food",Kalyan Nagar
245,2500.0,No,Yes,Fine Dining,"Continental, Asian, South Indian, North Indian",Whitefield
283,677.9512360585251,Yes,No,Quick Bites,"Chinese, Asian",Malleshwaram
64,400.0,No,No,Quick Bites,"Turkish, Chinese",New BEL Road
242,650.0,Yes,No,Casual Dining,"Mangalorean, Seafood, Chinese, Biryani",Banashankari
37,200.0,No,No,"Takeaway, Delivery","Mughlai, Biryani, Chinese, North Indian",Whitefield
78,1200.0,No,No,"Bar, Casual Dining",North Indian,HSR
5,400.0,No,No,Quick Bites,"North Indian, Rolls",Bellandur
7,300.0,No,No,Mess,Kerala,HSR
51,365.8442857138477,No,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
3118,1500.0,Yes,Yes,Casual Dining,"Mughlai, North Indian, Biryani, Afghan","Byresandra,Tavarekere,Madiwala"
145,172.56470565146276,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Bellandur
82,100.0,Yes,No,Quick Bites,South Indian,Basavanagudi
9,300.0,Yes,No,Quick Bites,"Biryani, South Indian, Chinese, North Indian",Whitefield
74,600.0,Yes,No,Casual Dining,Kashmiri,"Byresandra,Tavarekere,Madiwala"
186,463.5530399947421,Yes,No,Quick Bites,"Chinese, North Indian, Rolls",Indiranagar
17,400.0,No,No,Mess,"Andhra, South Indian",Bellandur
63,150.0,No,No,Quick Bites,South Indian,Marathahalli
114,300.0,Yes,No,Quick Bites,"North Indian, Chinese, Kebab, Rolls",Frazer Town
60,741.0682633010283,Yes,Yes,Casual Dining,North Indian,Kalyan Nagar
87,1603.5982592882297,No,Yes,Casual Dining,"North Indian, Continental, Asian",Whitefield
42,600.0,Yes,No,Casual Dining,"Arabian, Mediterranean, North Indian",Kalyan Nagar
24,400.0,No,No,Quick Bites,"Biryani, Fast Food",Kalyan Nagar
82,400.0,Yes,No,Quick Bites,"Salad, Biryani, Chinese, North Indian, Kerala, Desserts, Seafood, South Indian","Byresandra,Tavarekere,Madiwala"
